300000 1 50000
item1          31518 90103
item28976          19376 24590
item28977          27328 25568
item28978          20288 2964
item28979          43715 61004
item28980          30476 75763
item28981          19730 98380
item28982          22838 76824
item28983          29463 94010
item28984          22969 37737
item28985          5784 11902
item28986          3851 90556
item28987          40099 21435
item28988          21099 78799
item28989          14055 21826
item28990          41069 57192
item28991          18818 75427
item28992          2580 10134
item28993          29796 88710
item28994          45024 11123
item28995          32725 67051
item28996          30268 98288
item28997          23241 40154
item28998          44040 83376
item28999          13287 11720
item29000          48904 1768
item29001          25742 74330
item29002          14410 32959
item29003          44720 71841
item29004          20914 9933
item29005          41167 401
item29006          25819 56559
item29007          34174 82678
item29008          19713 49022
item29009          18790 40873
item29010          29371 45776
item29011          6874 77411
item29012          45356 11169
item29013          12808 98387
item29014          49943 3876
item29015          32228 3355
item29016          8024 76715
item29017          29959 19980
item29018          36985 8893
item29019          34977 52021
item29020          14714 86174
item29021          22622 67853
item29022          12120 55358
item29023          4566 56636
item29024          27270 93790
item29025          23174 9234
item29026          36748 48032
item29027          42070 68081
item29028          27334 38649
item29029          42036 40535
item29030          7126 15135
item29031          21251 57517
item29032          3294 24102
item29033          11958 96548
item29034          23348 80370
item29035          26538 39668
item29036          33209 2638
item29037          5167 71001
item29038          37372 8795
item29039          23661 90021
item29040          9629 54115
item29041          45838 77969
