150000 1 25000
item1          7672 6743
item15510          17546 28551
item15511          6721 23270
item15512          16488 45125
item15513          14105 37663
item15514          21456 9669
item15515          936 49399
item15516          5919 39216
item15517          24183 10137
item15518          12421 24034
item15519          6289 16372
item15520          17020 42790
item15521          19719 38889
item15522          2420 23584
item15523          19846 42729
item15524          15774 4728
item15525          776 39343
item15526          5286 20589
item15527          24302 20025
item15528          1324 16687
item15529          16644 23547
item15530          3769 7290
item15531          6943 34325
item15532          13995 42392
item15533          16312 49378
item15534          21274 6011
item15535          5018 12036
item15536          17755 8794
item15537          14065 11780
item15538          13255 5187
item15539          5250 6662
item15540          6167 37964
item15541          901 28539
item15542          14864 13165
item15543          19957 10670
item15544          4870 603
item15545          6218 8034
item15546          501 32911
item15547          18142 33696
item15548          11228 11381
item15549          8140 35589
item15550          21368 3858
item15551          19221 870
item15552          16649 49877
item15553          1373 16056
item15554          250 39870
item15555          14153 25912
item15556          9368 9540
item15557          14190 34230
item15558          7232 36012
item15559          18890 24229
item15560          10785 39299
item15561          17895 13927
item15562          1045 27980
item15563          4478 20537
item15564          11123 29943
item15565          6385 41347
item15566          13430 5930
item15567          72 15460
item15568          20708 8155
item15569          12305 22939
item15570          24867 25071
item15571          6112 46748
item15572          24315 33996
item15573          10818 42475
item15574          10381 38828
item15575          12534 42045
item15576          14815 47497
item15577          19725 20957
item15578          21802 23907
item15579          22223 24130
item15580          3239 990
item15581          14482 26539
item15582          21967 6132
item15583          18273 1524
item15584          12766 7036
item15585          19225 6971
item15586          23739 25179
item15587          8315 40674
item15588          18786 19285
