45000 1 10000
item1          4736 4397
item6146          4209 8071
item6147          1220 13022
item6148          3868 12322
item6149          2765 13532
item6150          2470 13163
item6151          495 10483
item6152          3072 7847
item6153          6183 7618
item6154          2191 7671
item6155          4450 10915
item6156          4889 4296
item6157          5769 7315
item6158          6212 4932
item6159          642 6190
item6160          3170 3630
item6161          1314 417
item6162          6397 6196
item6163          6023 10805
item6164          6526 8658
item6165          4704 6200
item6166          2624 8786
item6167          1422 1176
item6168          7250 7110
item6169          7332 2486
item6170          159 5054
item6171          1043 9815
item6172          5525 642
item6173          5328 1005
item6174          4429 6981
item6175          3982 6349
item6176          4497 10045
item6177          2168 7954
item6178          1599 10351
item6179          3310 5981
item6180          3621 10816
item6181          6761 7198
item6182          4925 11000
item6183          3575 8174
item6184          3819 5793
item6185          2875 4564
item6186          6095 9761
item6187          1718 9731
item6188          3608 10019
item6189          2892 10689
item6190          3315 2125
item6191          1983 10739
item6192          4148 5945
item6193          7020 12048
item6194          5446 1411
item6195          3263 2579
item6196          2518 10337
item6197          4578 7029
item6198          1573 13157
item6199          5639 12370
item6200          4568 12466
item6201          7119 14094
item6202          4102 9710
item6203          6337 3589
item6204          5401 7992
item6205          215 12962
item6206          4181 14451
item6207          2138 13584
item6208          3649 6106
item6209          1373 12643
item6210          7078 722
item6211          6248 8900
item6212          7497 10731
item6213          1504 6714
item6214          4461 5437
item6215          5723 729
item6216          4727 11719
item6217          7010 11921
item6218          7447 5056
item6219          6843 8178
item6220          3239 719
item6221          6835 10708
item6222          1289 11218
item6223          1781 10090
item6224          6796 6616
item6225          6907 1125
item6226          810 12367
item6227          2484 4079
item6228          2523 10339
item6229          4730 7872
item6230          5087 13954
item6231          3508 680
item6232          5289 11407
item6233          744 4335
item6234          4324 663
item6235          1913 12899
item6236          2685 10779
item6237          3999 11341
item6238          1660 7023
item6239          3374 11087
item6240          2100 7343
item6241          3773 13111
item6242          5139 3911
item6243          3089 2638
item6244          1589 13300
item6245          3474 14475
item6246          2964 12242
item6247          2336 11683
item6248          4407 14450
item6249          7251 11936
item6250          6155 9060
item6251          5631 8779
item6252          2602 6922
item6253          5637 7958
item6254          3310 8058
item6255          4716 11395
item6256          1729 10611
item6257          5861 1406
item6258          6297 8864
item6259          2462 2872
item6260          7191 10324
item6261          1445 7045
item6262          7459 908
item6263          3889 909
item6264          5306 4746
item6265          1153 11194
item6266          2961 5596
item6267          4739 7094
item6268          5596 11157
item6269          6257 4635
item6270          4465 245
item6271          1861 531
item6272          4752 13043
item6273          4225 11199
item6274          1734 5335
item6275          4290 5634
item6276          1497 7035
item6277          1308 2103
item6278          3195 10556
item6279          5448 2444
item6280          3348 9882
item6281          3511 4071
item6282          5909 7767
item6283          4830 11798
item6284          6166 8882
item6285          715 14627
item6286          1356 10574
item6287          6918 9003
item6288          1830 8091
item6289          1404 12657
item6290          3177 518
item6291          1543 14066
item6292          346 3065
item6293          3530 8660
item6294          1315 14240
item6295          2100 679
item6296          4769 3013
item6297          5593 5859
item6298          2275 11685
item6299          5191 5260
item6300          6922 12234
item6301          5804 11319
item6302          4304 11033
item6303          953 2784
item6304          6626 14962
item6305          1044 305
item6306          6947 5905
item6307          123 9269
item6308          5229 5127
item6309          2103 12197
item6310          4281 11872
item6311          4011 11686
item6312          1912 7835
item6313          3531 2404
item6314          2410 2267
item6315          127 11450
item6316          4959 6950
item6317          6467 14412
item6318          7459 6613
